,title,ingredients,instructions,picture_link
22,Farmers Market Farro Bowls ,"['1 cup semi-pearled farro', '1 tsp. kosher salt, plus more', '4 large eggs', '1 large watermelon radish or 6–8 red radishes, trimmed, thinly sliced on a mandoline if you’ve got one', '¼ cup unseasoned rice vinegar', '2 Tbsp. sugar, divided', '1 (14-oz.) block extra-firm tofu, drained', '3 Tbsp. plus ¼ cup grapeseed or vegetable oil, divided', '2 Tbsp. fresh lime juice', '2 Tbsp. gochujang (Korean hot pepper paste)', '1 Tbsp. mayonnaise', '1 Tbsp. plus 1 tsp. soy sauce', '1 Tbsp. plus 1 tsp. toasted sesame oil', '1 medium zucchini or summer squash, halved lengthwise, cut crosswise into (¼""-thick) half-moons', '2–3 cups thinly sliced or shredded raw vegetables (such as carrots, scallions, blanched sugar snap peas, baby bok choy, cucumbers, pea shoots, or alfalfa sprouts)']","['Pour farro into a medium saucepan of boiling salted water, reduce heat, and simmer, stirring occasionally, until tender, 25–30 minutes. Drain farro and spread out on a rimmed baking sheet; let cool.', 'Meanwhile, using a slotted spoon, carefully lower eggs into a small saucepan of boiling water and cook 6½ minutes for an oozy, jammy yolk or 7 minutes for a slightly firmer middle. Transfer eggs to a bowl of ice water with slotted spoon and let sit until cool enough to handle, about 2 minutes. Remove eggs from ice water; peel and slice in half lengthwise.', 'Pack radish slices into a pint jar. Whisk vinegar, 1 Tbsp. sugar, 1 tsp. salt, and ½ cup hot water in a small bowl until sugar and salt are dissolved. Pour brine over radish slices; let cool. Cover and chill at least 1 hour before using.', 'Cut tofu crosswise into ½""-thick slabs, then cut each slab on a diagonal to create 2 triangles. Pat dry with a clean kitchen towel. Heat 2 Tbsp. grapeseed oil in a large nonstick skillet over medium-high. Add tofu in a single layer, season with salt, and cook, undisturbed, until golden brown underneath, about 4 minutes. Turn over and cook until golden brown on second side, about 4 minutes. Transfer tofu to a plate; reserve skillet (no need to wipe out).', 'Whisk lime juice, gochujang, mayonnaise, ¼ cup grapeseed oil, 1 Tbsp. soy sauce, 1 Tbsp. sesame oil, and remaining 1 Tbsp. sugar in a small bowl. Taste; season with salt if desired.', 'Heat remaining 1 Tbsp. grapeseed oil in reserved skillet over medium-high. Add zucchini, season with salt, and cook, tossing just once or twice, until tender and blistered in spots, about 4 minutes. Add remaining 1 tsp. soy sauce and 1 tsp. sesame oil and toss to coat. Transfer to a plate.', 'To serve, divide farro among bowls. Arrange eggs, drained pickled radish, tofu, zucchini, and raw vegetables of choice on top as desired. Drizzle each bowl with a few spoonfuls of dressing to your liking.']",https://assets.epicurious.com/photos/5f3fdcf074f225d42338f9ff/6:4/w_274%2Ch_169/farmers-market-farro-bowls-recipe-BA-082120.jpg
23,Fancy and Beautiful Tomato Salad ,"['1½ lb. heirloom tomatoes (about 3 medium), sliced into 8–12 wedges, depending on size', '12 oz. mixed cherry tomatoes (about 2 cups), halved, quartered if large', '1¾ tsp. kosher salt, divided, plus more', '1 lemon', '½ garlic clove', '6 Tbsp. extra-virgin olive oil', '2 Tbsp. za’atar', '2 cups pita chips', '1½ tsp. (or more) honey', '3.5 oz. feta, thinly sliced into planks', '½ cup basil leaves, torn if large', '½ cup mint leaves, torn if large']","['Gently toss heirloom and cherry tomatoes and 1¼ tsp. salt in a medium bowl to combine and set aside.', 'Finely grate lemon zest into a small bowl, then grate in garlic; set lemon aside.', ""Heat oil in a small saucepan or skillet over medium until just starting to shimmer. Add za’atar and cook, stirring occasionally, until fragrant and slightly darkened in color, about 1 minute. Add lemon zest and garlic, cook 10 seconds, then remove from heat. (You're looking to cook off the raw flavor of the garlic without losing the brightness of the lemon.) Transfer za’atar oil to a heatproof measuring cup."", 'Place pita chips in a large bowl and drizzle 2 Tbsp. za’atar oil over; season with salt. Mix well with a rubber spatula, aiming to coat chips without breaking them into too many pieces.', ""Cut reserved lemon in half and squeeze juice from 1 lemon half into a small bowl. Stir in honey and remaining ½ tsp. salt. Gradually add remaining za'atar oil, stirring constantly until emulsified. Taste dressing and add more lemon juice, honey, or salt if needed."", 'Add feta, basil, mint, and reserved tomatoes to bowl with chips and drizzle dressing over; toss gently to combine.', 'Spoon salad onto platter, making sure to leave no juices behind. Eat fast for crunchy chips or let sit for a crispy-gone-soggy experience.']",https://assets.epicurious.com/photos/5f3ede027b7a251be6a48659/6:4/w_274%2Ch_169/fancy-and-beautiful-tomato-salad-recipe-BA-082020.jpg
24,Chicken Thighs With Tomatoes and Feta ,"['6 skin-on, bone-in chicken thighs (about 2¼ lb. total)', '½ tsp. kosher salt, plus more', '1¼ lb. cherry tomatoes (about 2 pints)', '¼ cup harissa paste', '3 Tbsp. red wine vinegar', '3 sprigs oregano, divided', '4 oz. feta, cut into (¼""-thick) planks', 'Crusty bread (for serving)']","['Pat chicken thighs dry with paper towels; season all over with salt. Arrange skin side down in a cold large cast-iron skillet. Set over medium heat and cook chicken, undisturbed, rotating pan as needed for even browning, until skin is very deep golden brown and crisp and chicken releases easily from pan, 13–16 minutes. Using tongs, transfer chicken to a plate, arranging skin side up.', 'Combine tomatoes, harissa paste, vinegar, 1 oregano sprig, and ½ tsp. salt in same skillet. Increase heat to medium-high and cook, stirring occasionally, until tomatoes burst and their juices start to thicken, 8–10 minutes.', 'Nestle chicken thighs into tomatoes, skin side up. Reduce heat to medium-low, bring to a simmer, and cook until chicken is just cooked through and flesh is no longer pink (an instant-read thermometer inserted into the thickest part near the bone will register 165°F), and tomato sauce is thickened so that a wooden spoon dragged through it leaves a trail, 6–8 minutes. Remove from heat and let sit 5 minutes.', ""Break feta into large pieces; scatter over chicken. Some pieces will stay intact while others will soften into the sauce a little—and that's exactly what you want. Pick leaves off remaining 2 oregano sprigs and scatter on top."", 'Serve with bread for sopping up any extra tomato sauce.']",https://assets.epicurious.com/photos/5f3d501874f225d42338f9f9/6:4/w_274%2Ch_169/chicken-thighs-with-tomatoes-and-feta-recipe-BA-081920.jpg
25,Corn and Chickpea Bowls With Miso Tahini ,"['2 small jalapeños, seeded, chopped', '1 (¾-inch) piece ginger, peeled, finely grated', '2 small garlic cloves, finely grated', '1 cup (packed) cilantro leaves with tender stems', '⅓ cup fresh lime juice', '⅓ cup tahini', '1 Tbsp. plus 1½ tsp. miso', 'Kosher salt', '3 Tbsp. extra-virgin olive oil, divided, plus more for drizzling', '2 garlic cloves, lightly crushed', '1 (14-oz.) can chickpeas rinsed, drained', '3 ears of corn, shucked, kernels removed', '1 Tbsp. spice blend (such as za’atar, vadouvan, hawaij, or berbere)', 'Kosher salt', '4 cups tender greens (such as Little Gem lettuce and/or watercress), torn if large', '2 avocados, cut into wedges', '4 small tomatoes, cut into wedges', 'Crumbled feta, cilantro sprigs, and lime wedges (for serving)']","['Purée jalapeños, ginger, garlic, cilantro, lime juice, tahini, miso, and 3 Tbsp. water in a blender until smooth. Season with salt.', 'Do Ahead: Dressing can be made 1 day ahead. Transfer to an airtight container and chill.', 'Heat 2 Tbsp. oil in a large skillet over medium. Add garlic and cook, turning occasionally, until golden brown, about 4 minutes. Mash garlic with a spoon and stir into oil. Add chickpeas and increase heat to medium-high. Cook, undisturbed, until golden brown and beginning to crisp underneath, about 3 minutes. Toss and continue to cook, tossing occasionally, until golden brown all over, about 2 minutes more. Add corn and 1 Tbsp. oil and cook, tossing, until corn kernels are golden around the edges and tender, 5–7 minutes. Sprinkle spice blend over and toss to coat. Season with salt.', 'Combine lettuce, avocados, and tomatoes in a large bowl. Drizzle lightly with oil and toss to combine. Season with salt.', 'Divide dressing among bowls and top with salad and chickpea mixture, then feta and some cilantro. Serve with lime wedges for squeezing over.']",https://assets.epicurious.com/photos/5f3afd0a15fb41021b8be783/6:4/w_274%2Ch_169/corn-and-chickpea-bowls-with-miso-tahini-recipe-BA-081720.jpg
26,Stone Fruit Custard Tart ,"['½ cup (1 stick) unsalted butter', '½ cup (65 g) raw pistachios, divided', '1 large egg', '¼ cup (packed; 50 g) light brown sugar', '2 cups (250 g) all-purpose flour', '1 tsp. kosher salt', '¾ tsp. baking powder', '3 large eggs', '⅔ cup (packed; 133 g) light brown sugar', '¼ cup sour cream', '1 Tbsp. vanilla bean paste or vanilla extract', '1 tsp. ground cardamom', '¾ tsp. ground ginger', '¾ tsp.(packed) finely grated orange zest', '¾ tsp. kosher salt', '3 Tbsp (23 g) all-purpose flour', '2½–3 lb. stone fruit (such as peaches, nectarines, apricots, and plums; all about the same size), cut into sixths or eighths, depending on their size', '1 Tbsp. coarse sugar', 'Powdered sugar, whipped cream, or crème fraîche (for serving; optional)', 'A 9""-diameter springform pan']","['Preheat an oven to 375°F. Cook butter in a small saucepan over medium heat, stirring often, until it foams, then browns, 5–8 minutes. Set aside.', 'Pulse pistachios in a food processor until finely ground. Transfer 4 Tbsp. to a small bowl; set aside.', 'Scrape reserved browned butter over pistachios in food processor; add egg, brown sugar, flour, salt, and baking powder. Pulse until incorporated, then process, scraping down sides as needed, until mixture looks like wet sand and holds together when squeezed in your hand, about 2 minutes.', 'Press dough evenly into bottom and about 2"" up sides of pan with a straight-sided glass or measuring cup. Chill while you make the filling.', 'Process eggs and brown sugar in clean food processor until eggs are well combined, about 1 minute. Scrape down sides; add sour cream, vanilla bean paste, cardamom, ginger, orange zest, and salt. Sprinkle flour and 2 Tbsp. reserved pistachios over; process until smooth, about 1 minute.', 'Starting at the edges of the chilled tart shell and working inward, arrange stone fruit in snug concentric circles, standing each wedge up so one tip is raised and rounded skin side is pressed against crust. Carefully pour custard around fruit (fruit should not be completely covered). Sprinkle coarse sugar over.', 'Bake pie until crust is golden brown and filling is puffed and set in the center (it shouldn’t wobble when gently shaken), 70–75 minutes. Transfer pan to a wire rack and scatter remaining reserved 2 Tbsp. pistachios over. Let cool, then chill, uncovered, until fully set.', 'Unmold tart. Dust with powdered sugar and/or top with dollops of whipped cream or crème fraîche if desired. Serve chilled or room temperature.']",https://assets.epicurious.com/photos/5f3c2599dced22f99fab1405/6:4/w_274%2Ch_169/StoneFruitCustardTart_1_HERO_RECIPE_VOG_final.jpg
27,Plátanos Horneados con Crema y Queso (Baked Banana With Crema and Cheese) ,"['6 heirloom bananas or small plantains, ripe but not black, unpeeled', '1 cup (230 g) crema or crème fraîche', '1 cup (120 g) crumbled queso fresco']","['Preheat the oven to 400°F.', 'Place the whole bananas or plantains on a baking sheet and bake, turning them every 10 minutes, until the peel starts to split and the inside is tender when tested with a skewer, about 40 minutes. Remove from the oven but keep on the baking sheet. Carefully slice the peel lengthwise to just reveal the flesh and drizzle with some crema and sprinkle with cheese. Transfer to plates to serve individually, on a platter, or directly on the baking sheet on the table. Either way, people should carve out their own banana. Serve the remaining crema and cheese in bowls on the side, in case anyone wants more.']",https://assets.epicurious.com/photos/5ee8f7248793dbbcae05e218/6:4/w_274%2Ch_169/PlantainWithCream_HERO_RECIPE_060320_8522.jpg
28,Tamale Pie with Fresh Tomato and Corn ,"['1/2 pound fresh chorizo, casings removed (about 2 links), or vegetarian substitute such as Lightlife Plant-Based Italian Sausage', '1/2 pound ground beef, or vegetarian substitute such as\xa0 Lightlife Plant-Based Ground', '1 tablespoon tomato paste', '2 1/2 teaspoons cumin', '1 large onion, grated on a box grater, divided', '1–2 medium jalapeños, thinly sliced, seeded if desired, divided', '1 3/4 teaspoons kosher salt, divided', '2 large beefsteak tomatoes (about 2 pounds), cut into 1/2"" cubes', '2 cups corn kernels (preferably fresh; from about 3 ears of corn), divided', '8 ounces cheddar cheese, grated (about 2 cups)', '2 large eggs', '6 tablespoons unsalted butter, melted', '1/3 cup sour cream, plus more for serving', '1 1/4 cups cornmeal', '1 teaspoon baking powder']","['Preheat oven to 450°F. Heat an 8"" cast-iron skillet over high. Pat chorizo and beef dry with paper towels, then press into an even layer in bottom of hot skillet with a spatula. Cook, undisturbed, until a brown crust begins to form on the bottom, about 6 minutes. Turn, break into pieces, and continue to cook until cooked through, about 4 minutes. Add tomato paste, cumin, half of grated onion, half of jalapeño, and 1 1/4 tsp. salt and cook, stirring constantly, until fragrant and well combined, about 1 minute. Remove from heat and stir in tomatoes, 1 1/2 cups corn, and 1 1/2 cups cheese.', 'Whisk eggs, butter, 1/3 cup sour cream, and remaining onion in a medium bowl. Whisk cornmeal, baking powder, and remaining 1/2 tsp. salt in a small bowl. Add dry ingredients to butter mixture and stir to combine, then stir in 1/4 cup cheese and remaining 1/2 cup corn.', 'Dollop cornbread batter over meat mixture, then smooth into an even layer. Top with remaining jalapeños and 1/4 cup cheese.', 'Bake cornbread until golden brown, 15–18 minutes. Serve with sour cream alongside.']",https://assets.epicurious.com/photos/59b6e97bd18aa146dbedf18c/6:4/w_274%2Ch_169/Fresh-Tomato-Tamale-Cornbread-Pie-hero-06092017.jpg
29,Charred-Peach Panzanella With Pickled Pepper Vinaigrette ,"['2 garlic cloves, finely grated', '½ cup sliced hot pickled peppers (such as banana peppers), plus 1 Tbsp. pickle brine', '1 Tbsp. stone-ground or whole grain mustard', '1½ tsp. kosher salt', '1½ lb. plum tomatoes (6–7 medium), sliced ½"" thick', '8 oz. thick-cut bacon (about 6 slices), cut into 1½"" pieces', '1 (10–12-oz.) loaf crusty multigrain bread, sliced ¾"" thick', '3 large slightly firm peaches (about 1¼ lb.), preferably freestone, halved, pitted']","['Whisk garlic, pickle brine, mustard, and salt in a large bowl to combine. Add tomatoes and pickled peppers and gently toss to combine. Let sit, tossing occasionally, while you cook the bacon, bread, and peaches.', 'Arrange bacon in a cold large cast-iron skillet and set over medium heat. Cook, stirring occasionally, until mostly crisp (there can still be a few soft, chewy spots if you’re into that sort of thing), about 10 minutes. Transfer bacon to paper towels to drain. Pour bacon fat into a small bowl; set aside. Wipe out skillet.', 'Heat 2 Tbsp. reserved bacon fat in same skillet. Working in batches and adding more bacon fat as needed, toast bread until golden (a few char marks are fine), about 2 minutes per side. Transfer to paper towels to drain. Wipe out skillet.', 'Heat another 1 Tbsp. bacon fat (if you’ve run out, use vegetable or olive oil) in same skillet and cook peach halves, cut side down, until lightly charred, about 3 minutes. Transfer to a cutting board; let sit until cool enough to handle. Slice each half in half again or into thirds and add to bowl with tomatoes. Tear toasted bread into 1""–1½"" pieces and add to bowl. Add bacon and toss gently to combine and saturate bread with juices collected in bowl.', 'Transfer panzanella to a platter or individual bowls to serve.']",https://assets.epicurious.com/photos/5f3c19c210f07afdd8da5da2/6:4/w_274%2Ch_169/PeachBaconPanzanella_HERO_RECIPE_081220_10724_V1_final.jpg
30,Stuffed Eggplants and Zucchini in a Rich Tomato Sauce (Baatingan w Kusaa Bil Banadoura) ,"['2½ tbsp olive oil', '2 onions, finely diced (2½ cups/350g)', '4 cups/1kg tomato puree', '12¼ oz/350g ripe tomatoes (2 large), coarsely grated', '3¼ cups/750ml chicken stock or water', '1 tbsp sugar', 'Salt and black pepper', '¾ cup plus 2 tbsp/175g Egyptian rice or arborio rice (see note below)', '9 oz/250g ground lamb', '¼ cup/60ml olive oil', '½ tsp ground cinnamon', '¾ tsp ground allspice', '½ tsp ground cumin', 'About 3 green onions, finely sliced (⅓ cup/35g)', '¾ cup/15g mint leaves, roughly chopped', '¾ cup/15g parsley leaves, roughly chopped', '1 cup/20g dill, roughly chopped', '1 red chile, seeded and finely diced (1 tbsp/10g)', '1 lemon: finely grate the zest to get 1 tsp', '3 tbsp water', '1½ lb/700g eggplants (between 3 and 6, depending on size)', '1½ lb/700g zucchini (between 3 and 6, depending on size)', '7 tbsp/100ml olive oil', '6 garlic cloves, finely chopped', '1 tbsp coriander seeds, lightly crushed in a mortar and pestle', '1 red chile, seeded and finely diced (1 tbsp/10g)', '¼ cup/5g parsley leaves, roughly chopped', '¼ cup/5g mint leaves, roughly torn', '¼ cup/5g dill leaves', '1 green onion, thinly sliced (2 tbsp/10g)', '1 cup/250g Greek yogurt']","['To make the sauce, put the oil into a saucepan or casserole pan with a lid—about 10 inches/25cm wide—and place over medium heat. Add the onions and cook for about 10 minutes, stirring frequently, until soft and caramelized. Add the rest of the sauce ingredients, along with 2½ tsp of salt and a good grind of black pepper. Simmer over medium heat for about 10 minutes, stirring from time to time, then remove from the heat and set aside.', 'To make the stuffing, while the sauce is cooking, place all the ingredients in a large bowl with 1½ tsp of salt and a good grind of black pepper. Mix well, using your hands to make sure that everything is well incorporated. If making in advance, keep in the fridge until ready to use.', 'Trim the stalks from the eggplants, then insert a manakra (or peeler or corer) into the eggplant; you want it to be very close to the skin—about\xa0⅛ inch/3mm away—but not so close that it tears and won’t hold its shape when it’s stuffed. Scoop out the flesh to create a generous cavity. You don’t need the flesh anymore, but keep it for another recipe; it can be cut into cubes and steamed or added to your next omelette. If your eggplants are particularly large, slice them in half, crosswise, and scoop out the flesh using a regular small serrated knife—be sure to keep one end of each half intact, so that the stuffing does not fall out!', 'Use the manakra or a swivel peeler to scoop out the zucchini flesh. Keep about\xa0⅛ inch/3mm of flesh attached to the skin inside the zucchini and about ½ inch/1cm from the end intact—they need to be robust enough to keep the stuffing inside. Again, keep the scooped-out flesh to use elsewhere.', 'Using your hands, so that you can push in a bit of stuffing at a time, fill all the eggplant and zucchini cavities. Stop filling them about ½ inch/1cm from the top of each vegetable; the stuffing needs some space to expand inside the vegetables when they are cooking.', 'Gently lower the stuffed vegetables into the sauce. They won’t fit in a single layer, but try to avoid too much overlap and submerge them in the sauce as much as you can. Return the sauce to medium heat and, once simmering, decrease the heat to low. Cover the pan and simmer very gently for 90 minutes, or until the rice is completely cooked through and soft—test if it is ready by sticking a knife into the middle of one of the vegetables; it should go in very easily. Don’t worry if some of the rice/stuffing spills into the tomato sauce, this can happen and it will be fine when served.', 'To make the adha, meanwhile, put the oil into a small frying pan and place over medium heat. After about 1 minute, add the garlic and decrease the heat to medium-low. Cook for about 5 minutes, stirring very often, until the garlic is golden and crispy. Keep a close eye on the pan here; you don’t want the oil to get too hot and for the garlic to burn. Reserving the oil as you pour, strain the garlic through a sieve. Set the garlic aside—it will crisp up as it cools down—and return the oil to the pan. Add the coriander seeds and chile and cook for about 1 minute, stirring a few times, until fragrant. Remove from the heat, transfer to a separate bowl, and set aside until needed.', 'When the vegetables are cooked and the sauce is thick and rich (but still pourable), use a slotted spoon to carefully lift the vegetables out of the pan. Pour the sauce onto a large serving platter (or individual serving plates) with a rim and top with the stuffed vegetables. Spoon on the adha—the coriander-chile oil first, followed by the fried garlic—then sprinkle with the fresh herbs and green onion. Serve warm or at room temperature, with the yogurt spooned alongside.']",https://assets.epicurious.com/photos/5f3ae89315fb41021b8be77f/6:4/w_274%2Ch_169/FalastinStuffedEggplant_RECIPE_081220_10670_VOG_final.jpg
31,"Chicken Meatballs With Molokhieh, Garlic, and Cilantro ","['1¾ oz/50g crustless sourdough bread, finely blitzed into crumbs, or 1 large zucchini (½ lb/220g), coarsely grated', '1 lb 2 oz/500g ground chicken or turkey thighs', '2 garlic cloves, crushed', '1½ tsp ground cumin', '1 tsp ground cinnamon', '½ tsp ground allspice', '¼ tsp chile flakes', '½ cup/10g cilantro leaves, roughly chopped', '½ cup/10g parsley leaves, roughly chopped', '½ cup/10g mint leaves, roughly chopped', '1 lemon: grate finely to get 1½ tsp zest, then cut into wedges', 'Salt and black pepper', '2 tbsp olive oil', '2 garlic cloves, crushed', '1 lemon: shave the rind to get 4 strips, then juice to get 1½ tbsp', '1¾ cups/450ml chicken stock', '1¾ lb/800g frozen molokhieh (or 1¾ lb/800g frozen chopped spinach plus 7 oz/200g okra, thinly sliced—see note below)', '½ tsp ground cinnamon', 'Salt and black pepper', '½ cup/10g parsley leaves, roughly chopped', '1 cup/20g cilantro leaves, roughly chopped', '¼ cup olive oil', '6 garlic cloves, crushed', '½ tsp chile flakes', '½ cup cilantro, roughly chopped']","['To make the meatballs, place the breadcrumbs in a small bowl and cover with water. Stir, then drain through a colander, squeezing out most of the moisture from the bread. (If using grated zucchini, toss it with ½ tsp of salt and place in a sieve set over a bowl. Let to sit for 20 minutes, then use your hands to squeeze out as much liquid as possible.)', 'Transfer the crumbs to a large bowl with the chicken, garlic, spices, herbs, lemon zest, ¾ tsp salt, and plenty of black pepper. Using well-oiled hands, shape into about 30 small balls; roughly a scant 1 oz/25g each.', 'Put 1 tbsp of oil into a large nonstick sauté pan with a lid, and place over high heat. Once hot, add half the meatballs and cook for 2–3 minutes, turning throughout, until golden brown all over. Transfer the meatballs to a baking sheet and set aside. Keep the pan on the heat and continue with the remaining 1 tbsp of oil and remaining meatballs in the same way.', 'Return the same pan to medium-high heat. Add the 2 garlic cloves, lemon rind, and stock and bring to a boil—this should take about 3 minutes. Add the molokhieh (or the spinach and okra combination), cinnamon, 2 tsp of salt, and plenty of black pepper, then decrease the heat to medium and cook, covered, for about 20 minutes, or until the molokhieh is bubbling and completely defrosted. Add the meatballs, parsley, and ½ cup/10g of cilantro and cook, covered, for another 10 minutes, or until completely cooked through. Stir in the lemon juice.', 'To make the adha, meanwhile, put the olive oil into a small frying pan over medium-high heat. Add the garlic and cook for about 3 minutes, stirring occasionally, or until golden and crispy. Add the chile flakes, then remove from the heat and pour into a bowl. Stir in the cilantro and set aside.', 'Divide the soup among four bowls and top with the fried garlic and remaining ½ cup/10g cilantro. Serve at once, with lemon wedges alongside.']",https://assets.epicurious.com/photos/5f3ae8af5bfc53f0dae80547/6:4/w_274%2Ch_169/ChickenMeatballsMolokhieh_RECIPE_081220_10690_VOG_final.jpg
32,Instant Pot Bisibelabath ,"['2 Tbsp. (30 mL) vegetable oil, divided', '2 Tbsp. (30 mL) unsweetened coconut ﬂakes', '1 ½ Tbsp. (22 mL) coriander seeds', '1 ½ Tbsp. (22 mL) dried chana dal', '5 black peppercorns', 'Pinch fenugreek seeds', '1 (2-inch or 5-cm) cinnamon stick', '3 whole cloves', 'Pinch asafoetida (optional)', '1 dried red chile, crushed', '1 onion, chopped', '1 Tbsp. (15 mL) kosher salt', '2 green chiles, minced', '2 tsp. (10 mL) ground turmeric', '1 tsp. (5 mL) yellow mustard seeds', '1 cup (250 mL) white basmati rice, rinsed', '1 cup (250 mL) dried lentils (toor or masoor dal)', '2 cups (500 mL) chopped trimmed acorn or butternut squash', ""2 cups (500 mL) chopped mustard greens (see Cooks' Note)"", '2 cups (500 mL) no-added-salt vegetable broth or water', 'Special Equipment: Coﬀee/spice grinder']","['Using the Sauté function on High, heat 1 teaspoon (5 mL) oil in the inner pot for 1 minute, until shimmering. Add the coconut, coriander seeds, chana dal, peppercorns, fenugreek seeds, cinnamon stick, cloves, asafoetida (if using) and dried chile; cook for about 2 minutes, until fragrant. Transfer the mixture to a clean coﬀee/spice grinder and grind to a powder.', 'Using the Sauté function on High, heat the remaining 5 teaspoons (25 mL) oil in the inner pot for 1 minute, until shimmering. Add the onion, salt, green chiles, turmeric and mustard seeds; cook for about 2 minutes, until the mustard seeds begin to pop. Add the rice, lentils, squash, and mustard greens; stir to combine. Stir in the toasted spices, then the broth. Secure the lid and cook on high pressure for 3 minutes.', 'Once the cooking is complete, let the pressure release naturally for 10 minutes, then quick-release the remaining pressure.', 'Remove the lid and stir. Transfer to a bowl; serve.', 'If you can’t find mustard greens, use turnip greens, kale or any other sturdy greens.']",https://assets.epicurious.com/photos/5f3aa86c737f2a0920b743cd/6:4/w_274%2Ch_169/INDIANINSTANTPOT_47.jpg
33,Tahini-Walnut Magic Shell ,"['¼ cup raw walnuts', '3 oz. white chocolate, chopped', '⅓ cup refined coconut oil', '¼ cup tahini', '2 tsp. vanilla bean paste or vanilla extract', 'Pinch of kosher salt']","['Preheat oven to 350°F. Spread out walnuts on a small rimmed baking sheet; toast, tossing halfway through, until golden brown, 8–10 minutes. Let cool.', 'Meanwhile, microwave white chocolate, oil, and tahini in a small microwave-proof bowl on low heat in 15 second bursts, stirring after each burst, until melted and combined.', 'Process walnuts in a food processor until a paste forms. Scrape down sides of bowl and add vanilla bean paste and salt and pulse to combine. With motor running, gradually pour in white chocolate mixture and process until smooth. Use immediately.']",https://assets.epicurious.com/photos/5f2323fbbc61b492b95dd927/6:4/w_274%2Ch_169/TahiniMagicShell_RECIPE_072220_9798_VOG_final.jpg
34,Django Reinhardt ,"['3 oz. dry white vermouth', '¾ oz. fresh lemon juice', '¾ oz. simple syrup (see note)', '3 orange slices']","['Combine the vermouth, lemon juice, simple syrup, and 2 of the orange slices in a cocktail shaker and muddle to break down the orange. Add ice cubes to fill the shaker three-quarters full, cover, and shake to chill, about 15 seconds.', 'Fill a rocks glass with ice cubes and strain the\xa0cocktail over the ice. Garnish with the remaining orange slice.']",https://assets.epicurious.com/photos/5f33f7f6f04cf2fc921557ea/6:4/w_274%2Ch_169/Django-Reinhart-cocktail-Nicole-Franzen.jpg
35,Rosé All Day ,"['2 strawberries, hulled', '4 oz. rosé wine, chilled', '1 oz. Aperol', '½ oz. fresh lemon juice', 'Soda water, chilled']","['Muddle the strawberries in a mixing glass or cocktail shaker. Add the rosé, Aperol, and lemon juice, and stir to incorporate. Pour into a wineglass, add a handful of ice cubes, and top with a splash of soda water.']",https://assets.epicurious.com/photos/5f33faab143356588c2f0e9c/6:4/w_274%2Ch_169/Rose%20All%20Day.jpg
